ball_x,ball_y,ball_owned_team,player_0_x,player_0_y,reward,done,source_file
0.0,-0.0,-1,-1.0110293626785278,-0.0,0,,episode_done_20251104-183709761877.dump
0.0,-0.0,-1,-1.0097090005874634,1.0649869007506307e-11,0,,episode_done_20251104-183709761877.dump
0.0,-0.0,-1,-1.0053353309631348,3.5151666299970685e-11,0,,episode_done_20251104-183709761877.dump
-0.0013073543086647987,0.0021805253345519304,0,-0.9992872476577759,4.6606725423448125e-11,0,,episode_done_20251104-183709761877.dump
-0.0028055335860699415,0.004682505503296852,0,-0.9917734861373901,3.435390317463316e-05,0,,episode_done_20251104-183709761877.dump
-0.00418329332023859,0.006983383558690548,0,-0.9829114675521851,0.00015369747416116297,0,,episode_done_20251104-183709761877.dump
-0.0023125577718019485,0.009916871786117554,0,-0.9735515117645264,0.00034452296677045524,0,,episode_done_20251104-183709761877.dump
0.003883978119120002,0.013815907761454582,0,-0.9634411334991455,0.0005604444304481149,0,,episode_done_20251104-183709761877.dump
0.009626219980418682,0.017451787367463112,0,-0.9524417519569397,0.0008002705872058868,0,,episode_done_20251104-183709761877.dump
0.01505056768655777,0.020886413753032684,0,-0.9406722187995911,0.0010024820221588016,0,,episode_done_20251104-183709761877.dump
0.02015846036374569,0.024120664224028587,0,-0.9282843470573425,0.0010703791631385684,0,,episode_done_20251104-183709761877.dump
0.027695998549461365,0.027049856260418892,0,-0.9154287576675415,0.0010309776989743114,0,,episode_done_20251104-183709761877.dump
0.03897274658083916,0.029699930921196938,0,-0.9022222757339478,0.0009448066120967269,0,,episode_done_20251104-183709761877.dump
0.049403365701436996,0.032181769609451294,0,-0.8887544870376587,0.0008122698636725545,0,,episode_done_20251104-183709761877.dump
0.05923432484269142,0.034530043601989746,0,-0.8750932216644287,0.0006583856884390116,0,,episode_done_20251104-183709761877.dump
0.06854832172393799,0.03675486892461777,0,-0.8612897992134094,0.00048740400234237313,0,,episode_done_20251104-183709761877.dump
0.07678264379501343,0.038981761783361435,-1,-0.8493123054504395,0.0003322043048683554,0,,episode_done_20251104-183709761877.dump
0.0740126296877861,0.03751665726304054,0,-0.8403487801551819,0.00020920747192576528,0,,episode_done_20251104-183709761877.dump
0.07077035307884216,0.035612497478723526,0,-0.8324989676475525,0.00010128143185283989,0,,episode_done_20251104-183709761877.dump
0.06778392940759659,0.033852674067020416,0,-0.8296544551849365,0.00010077715705847368,0,,episode_done_20251104-183709761877.dump
0.06494937837123871,0.032181769609451294,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.06230165436863899,0.030620982870459557,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.059873491525650024,0.02918962948024273,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.058634426444768906,0.02919132634997368,1,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.05827754735946655,0.03026583045721054,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.058845534920692444,0.030879490077495575,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.05930656939744949,0.03144211322069168,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.05972374603152275,0.031951215118169785,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.060047730803489685,0.03234659135341644,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.0652623325586319,0.031221024692058563,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.07121925055980682,0.02985326014459133,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.07681717723608017,0.02856813557446003,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.08206038177013397,0.027364440262317657,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.08695259690284729,0.026241326704621315,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.09150345623493195,0.02519656904041767,0,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.09572262316942215,0.024227967485785484,-1,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
0.11450085788965225,0.0023758301977068186,-1,-0.8294789791107178,0.0001056181063177064,0,,episode_done_20251104-183709761877.dump
