num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,stage_0/raw,stage_0/normalized,stage_0/win_rate,curriculum/mean_normalized,curriculum/mean_win_rate,curriculum/mean_raw,curriculum/num_active_stages,pbt_metric,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/sample,env_runners/episode/stage_0_won,env_runners/episode_return_mean,env_runners/weights_seq_no,env_runners/episode/all_stages_raw,env_runners/env_to_module_sum_episodes_length_in,env_runners/time_between_sampling,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode/all_stages_won,env_runners/episode/stage_0_length,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_len_mean,env_runners/episode_duration_sec_mean,env_runners/rlmodule_inference_timer,env_runners/episode_len_min,env_runners/env_step_timer,env_runners/episode_len_max,env_runners/num_episodes,env_runners/num_env_steps_sampled_lifetime,env_runners/episode/all_stages_normalized,env_runners/num_env_steps_sampled,env_runners/env_reset_timer,env_runners/episode/stage_0_normalized,env_runners/connector_pipeline_timer,env_runners/num_episodes_lifetime,env_runners/episode/stage_0_raw,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/policy_left,env_runners/num_agent_steps_sampled/left_0,env_runners/num_module_steps_sampled_lifetime/policy_left,env_runners/agent_episode_returns_mean/left_0,env_runners/agent_steps/left_0,env_runners/num_agent_steps_sampled_lifetime/left_0,env_runners/module_episode_returns_mean/policy_left,learners/policy_left/mean_kl_loss,learners/policy_left/diff_num_grad_updates_vs_sampler_policy,learners/policy_left/policy_loss,learners/policy_left/weights_seq_no,learners/policy_left/curr_entropy_coeff,learners/policy_left/num_trainable_parameters,learners/policy_left/vf_loss_unclipped,learners/policy_left/curr_kl_coeff,learners/policy_left/vf_loss,learners/policy_left/module_train_batch_size_mean,learners/policy_left/vf_explained_var,learners/policy_left/entropy,learners/policy_left/num_module_steps_trained_lifetime,learners/policy_left/gradients_default_optimizer_global_norm,learners/policy_left/num_module_steps_trained,learners/policy_left/default_optimizer_learning_rate,learners/policy_left/total_loss,learners/policy_left/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/policy_right/curr_entropy_coeff,learners/policy_right/num_trainable_parameters,learners/policy_right/gradients_default_optimizer_global_norm,learners/policy_right/default_optimizer_learning_rate,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping
1,11545.999999999998,False,1,36913_00000,2025-11-28_23-12-17,1764367937,24.47474694252014,24.47474694252014,3044,Workstation,127.0.0.1,24.47474694252014,1,0.27137270454545454,0.19701071898316125,0.272275,0.19701071898316125,0.272275,0.27137270454545454,1,0.18523149103423936,24.46874199999911,1.7899999875226058e-05,24.46851760000027,7.243780599999809,17.204894799999238,0.013109999999869615,1.9518108381131136,0.272275,1.0843254187978926,0.0,0.27137270454545454,78.49175347266268,1.1965932521905143,78.49175347266268,0.272275,110.49635652272728,21.604741341203233,-28.241968920944636,109.77272727272728,0.8671609840909531,0.29460715633082263,11,0.0015223735219048156,400,44.0,11545.999999999998,0.19701071898316125,4829.999999999999,0.019789384733638008,0.19701071898316125,0.0011921541712185864,110.0,0.27137270454545454,nan,11,0,11,31.760000000000005,66.50285714285714,0.0004004212014157427,0.0005939717703398065,4829.999999999999,4829.999999999999,11545.999999999998,1.0843254187978926,109.77272727272728,11545.999999999998,1.0843254187978926,0.01219447,1.0,-0.030946761,1.0,0.01,334075,16.086536,0.20000000298023224,0.81559604,993.8718078334505,0.0012640357,2.8896463,24569,0.62471354,24569,5e-05,0.3503937,nan,0,24569,4830,24569,120750,668150,120750,4830,nan,nan,0.01,334075,0.0,5e-05,0.0003635097537769421,7.758418202881755e-05,4.921215967884989e-05,9.088521573262783e-06,0.0002396475541541665,8.404581395497445e-05,1.0035258000007161,5.842841026942864e-05,0.00010000173426644759,5.353190010971165e-05,2.5420871831788644e-05,6.448310902024658e-06,8.016582175655266e-05,6.207032149529754e-06,7.7476116446066e-05,4.42588006696605e-05,9.105976836767181e-05,0.00019918741215070972,1.53969586347727e-05,5.988674284526352e-05,0.0006023000005370704,0.016129700001329184,0.6070804000009957,0.023826200000257813,0.029204599999502534,0.1869101000011142,0.12283860000025015,0.015821400000277208,0.00043539999933273066
1,15618.99999999999,False,2,36913_00000,2025-11-28_23-12-37,1764367957,19.47800302505493,43.95274996757507,3044,Workstation,127.0.0.1,43.95274996757507,2,0.26918942175472704,0.1924489098755671,0.27162450362275004,0.1924489098755671,0.27162450362275004,0.26918942175472704,1,0.18377653448460773,24.41876679399911,1.78899998718407e-05,24.418541567000265,7.222000228999804,17.17667150399924,0.013134385999874211,1.894037024151097,0.27162450362275004,1.6179258093951951,1.0,0.26918942175472704,95.16252229943743,1.3553231715155591,95.16252229943743,0.27162450362275004,110.16300187345111,21.635756423351555,-30.10287384984411,92.5681818181818,0.40485848409087505,0.006917572612598063,10,0.001351376272983726,400,44.0,15618.99999999999,0.1924489098755671,4073.0000000000005,0.019834452724259575,0.1924489098755671,0.0011628073521849369,154.0,0.26918942175472704,182.5053212982012,11,0,11,27.77777777777778,67.75555555555557,0.0003573029385967588,0.00045346761875834956,4073.0000000000005,4073.0000000000005,15618.99999999999,1.6179258093951951,92.5681818181818,15618.99999999999,1.6179258093951951,0.014887592,1.0,0.10025234,2.0,0.01,334075,11.369884,0.20000000298023224,0.50885636,994.5672209080327,-0.0036273003,2.8776672,45518,0.74430496,20949,5e-05,0.32888135,nan,0,45518,4822.429999999999,20949,85533,668150,206283,4822.429999999999,nan,nan,0.01,334075,0.0,5e-05,0.00035351177748982115,7.67492431857805e-05,4.849415413038443e-05,9.002945190436942e-06,0.00023416520069163144,8.330420784415641e-05,1.0005193390007117,5.3310872386734395e-05,9.26374612719564e-05,5.048232209555042e-05,2.2077711810626455e-05,6.001702886831767e-06,6.992167993226718e-05,5.463459427415963e-06,2.4855735900706944e-05,4.0253141381692685e-05,8.099460484944316e-05,0.00015662295056521867,1.418574298241518e-05,5.479574142973236e-05,0.0006023680005273492,0.016109769001323,0.6048565560009956,0.023639214000249924,0.029128404999501072,0.18661508200109891,0.1226650320002409,0.015794190000269735,0.0004354759993475454
1,20281.999999999996,False,3,36913_00000,2025-11-28_23-13-00,1764367980,23.109110355377197,67.06186032295227,3044,Workstation,127.0.0.1,67.06186032295227,3,0.2695347706767171,0.19317049109460258,0.27296827892715464,0.19317049109460258,0.27296827892715464,0.2695347706767171,1,0.18462715119813283,24.405615608059122,1.786109988752287e-05,24.40538978933027,7.215583041709813,17.16992844995926,0.013134003139870766,1.8275381815199903,0.27296827892715464,4.552781860898014,2.0,0.2695347706767171,80.53181367225784,1.475394254032747,80.53181367225784,0.27296827892715464,109.09035186000966,21.635756423351555,-12.406032859329658,84.78181818181818,0.3620100345454954,0.002182245600023631,10,0.0013080887108938208,400,55.0,20281.999999999996,0.19317049109460258,4663.000000000001,0.019876900516302098,0.19317049109460258,0.0011314419316321926,209.0,0.2695347706767171,184.4767370355812,11,0,11,27.634375,67.79375,0.0003449557948021524,0.000435938963556995,4663.000000000001,4663.000000000001,20281.999999999996,4.552781860898014,84.78181818181818,20281.999999999996,4.552781860898014,0.008538048,1.0,-0.10698452,3.0,0.01,334075,27.211668,0.20000000298023224,1.1744139,995.4196269141162,-0.000844121,2.8715353,69482,0.42270067,23964,5e-05,0.4532147,1035.977401945365,0,69482,4820.8357,23964,111912,668150,318195,4820.8357,4838.0187554066415,1035.9793680498492,0.01,334075,0.0,5e-05,0.00034275491808598903,7.589765408723902e-05,4.7767704461435385e-05,8.914184360313816e-06,0.00022831469167516462,8.255839970530506e-05,0.9972374656107055,5.190582049020153e-05,8.993842408250646e-05,4.9017385877322854e-05,2.092790641943952e-05,5.685384722566067e-06,6.59099114496497e-05,5.1972910128384e-06,2.2927834766807266e-05,3.836070344544258e-05,7.851413370893791e-05,0.00015113421691862806,1.3338327818440042e-05,5.302549301714921e-05,0.0006041883205145497,0.01609964931131126,0.6018676974409787,0.023464787860241268,0.029061230949505263,0.18654443018108777,0.12270201268024011,0.015788121100262283,0.00043551923935501686
1,24316.999999999985,False,4,36913_00000,2025-11-28_23-13-18,1764367998,17.779128789901733,84.840989112854,3044,Workstation,127.0.0.1,84.840989112854,4,0.2667607501910473,0.18737437894187284,0.27096480303650855,0.18737437894187284,0.27096480303650855,0.2667607501910473,1,0.1821894224691276,24.339291967978525,1.7894488884019664e-05,24.339064909436956,7.1821927122927125,17.13697906045967,0.01315194310847715,1.7747467630268141,0.27096480303650855,-2.462243696327838,3.0,0.2667607501910473,98.68275162644429,1.6164198493163209,98.68275162644429,0.27096480303650855,108.83467132434626,21.604741341203233,-27.652682360126466,122.27272727272728,0.5648648303033428,0.0020782092177755586,11,0.0013939358928067992,363,33.0,24316.999999999985,0.18737437894187284,4035.0,0.019960157147148033,0.18737437894187284,0.0011050860890854505,242.0,0.2667607501910473,185.12862465446707,11,0,11,28.843999999999998,67.792,0.00036856678383307155,0.0004645389555082102,4035.0,4035.0,24316.999999999985,-2.462243696327838,122.27272727272728,24316.999999999985,-2.462243696327838,0.0054806517,1.0,0.059602745,4.0,0.01,334075,9.917052,0.20000000298023224,0.8300098,993.6273538915086,-0.015009046,2.875752,90195,1.002893,20713,5e-05,0.4469463,1042.363666130302,0,90195,4812.977343,20713,84735,668150,402930,4812.977343,4834.147903066007,1042.365446321269,0.01,334075,0.0,5e-05,0.0003337390368212201,7.525167672431455e-05,4.712322144354277e-05,8.843115086927525e-06,0.00022332844568253405,8.198027835193763e-05,0.992273317954597,5.5083547641686944e-05,9.561261035999057e-05,5.181847012134458e-05,2.2844266089390824e-05,6.027496692330208e-06,7.232215672259519e-05,5.545687845246202e-06,2.523182541307085e-05,4.021637510236035e-05,8.400805696593392e-05,0.0001599518526987103,1.4111799446408303e-05,5.6809894582077053e-05,0.0006025614373124682,0.016067077818200753,0.5978970874665831,0.023280674981630067,0.028914797640009194,0.1861554358792861,0.1224957125534527,0.015759087889263588,0.00043520304695729455
1,28814.99999999999,False,5,36913_00000,2025-11-28_23-13-37,1764368017,19.861214637756348,104.70220375061035,3044,Workstation,127.0.0.1,104.70220375061035,5,0.26270956289797415,0.17890972050706108,0.26901253671261605,0.17890972050706108,0.26901253671261605,0.26270956289797415,1,0.1791147736015104,24.294441387298736,1.7862543986736563e-05,24.294213477342602,7.1552113651697855,17.119075777855073,0.013185156677393811,1.730521533044947,0.26901253671261605,0.32080707297002803,4.0,0.26270956289797415,101.03776702557917,1.720836849809219,101.03776702557917,0.26901253671261605,108.86317299572683,21.604741341203233,-31.002311232145495,102.22727272727273,0.4355106863636965,0.0019497101572652823,11,0.0013038496447498316,353,44.0,28814.99999999999,0.17890972050706108,4498.000000000001,0.019975748864551456,0.17890972050706108,0.0010825103297535282,286.0,0.26270956289797415,188.09254694597513,11,0,11,27.83571428571429,67.8607142857143,0.0003415759865871426,0.00043020553253649664,4498.000000000001,4498.000000000001,28814.99999999999,0.32080707297002803,102.22727272727273,28814.99999999999,0.32080707297002803,0.010249241,1.0,0.12153884,5.0,0.01,334075,9.688784,0.20000000298023224,0.80290866,994.5231628225998,-0.010530114,2.8807318,113145,1.1493634,22950,5e-05,0.49623567,1047.9772210901508,0,113145,4809.8275695699995,22950,103454,668150,506384,4809.8275695699995,4852.683609895773,1047.978934636497,0.01,334075,0.0,5e-05,0.00032610987516170324,7.46020132204019e-05,4.6539377724906545e-05,8.761021167229151e-06,0.00021905734490779694,8.146153691687222e-05,0.9896277597750502,5.117908271134297e-05,8.96611354029157e-05,4.821067969640962e-05,2.0531575357283586e-05,5.528895366936828e-06,6.558681461126818e-05,5.086183624702167e-06,2.26573394407461e-05,3.72295678273888e-05,7.770181014172132e-05,0.00014909309316514272,1.3066158619917324e-05,5.2364946945206725e-05,0.0006025068229307483,0.016050781040010988,0.5957696905919175,0.02311022623180935,0.02882840766360491,0.18599243252050182,0.12242436442791177,0.015751482010378244,0.0004357950164806962
1,33423.00000000001,False,6,36913_00000,2025-11-28_23-13-57,1764368037,19.452117204666138,124.15432095527649,3044,Workstation,127.0.0.1,124.15432095527649,6,0.2579624181875972,0.16899091014184517,0.2662034393831078,0.16899091014184517,0.2662034393831078,0.2579624181875972,1,0.17524919123188945,24.24595715142574,1.784791854054342e-05,24.24572847256917,7.121672538518082,17.104111110076524,0.013196075110622074,1.672495500623341,0.2662034393831078,2.5887144662431716,5.0,0.2579624181875972,69.49128089016189,1.817608983000929,69.49128089016189,0.2662034393831078,108.02269022653964,21.635756423351555,-26.753244977825055,83.78181818181818,0.3649392490910196,0.001971064786475661,10,0.001344225304143161,233,55.0,33423.00000000001,0.16899091014184517,4608.000000000001,0.019996441589392698,0.16899091014184517,0.0010577007750454425,341.0,0.2579624181875972,190.69106304689984,11,0,11,27.400000000000002,67.85185185185185,0.0003480341149273197,0.00043532049681838016,4608.000000000001,4608.000000000001,33423.00000000001,2.5887144662431716,83.78181818181818,33423.00000000001,2.5887144662431716,0.008294302,1.0,0.0124889165,6.0,0.01,334075,18.112226,0.20000000298023224,1.0643431,992.3816359889843,-0.020727873,2.8877003,136773,1.131877,23628,5e-05,0.5174423,1056.2506085491714,0,136773,4807.809293874299,23628,110592,668150,616976,4807.809293874299,4894.028793361773,1056.2523080839374,0.01,334075,0.0,5e-05,0.000316985369675721,7.40770187545157e-05,4.594131406896774e-05,8.771650008587473e-06,0.000214193557869294,8.225325371969948e-05,0.9857054251772898,5.212807622347698e-05,9.10948127672878e-05,4.9011919438165464e-05,2.087306832874803e-05,5.710464110085959e-06,6.652102818072214e-05,5.095030071525179e-06,2.332426084982076e-05,3.7652805959275655e-05,7.898982992480614e-05,0.00015011963085948034,1.3113957313544191e-05,5.356051224939481e-05,0.0006035977546984813,0.01604019222960674,0.5923537726860012,0.022933813969488463,0.028731832586960396,0.18583744819529643,0.122372302783642,0.015738634190278582,0.0004356120663104643
1,37763.99999999998,False,7,36913_00000,2025-11-28_23-14-16,1764368056,18.675691604614258,142.83001255989075,3044,Workstation,127.0.0.1,142.83001255989075,7,0.25816033533182037,0.16940444348480063,0.2667139006715843,0.16940444348480063,0.2667139006715843,0.25816033533182037,1,0.17560706881683077,24.190187427911486,1.7820439340773267e-05,24.189958128843486,7.091961300132914,17.078030582975757,0.013203890359512199,1.6089806905707478,0.2667139006715843,3.5373115830299384,6.0,0.25816033533182037,75.3271723530205,1.9036825218844484,75.3271723530205,0.2667139006715843,106.8645919647219,21.635756423351555,-24.178993159514135,78.92727272727271,0.32224240727264253,0.0018760712784683053,10,0.0012515037315182554,400,55.0,37763.99999999998,0.16940444348480063,4341.0,0.02001203537634517,0.16940444348480063,0.0010291643297692527,396.0,0.25816033533182037,192.09696094639207,11,0,11,23.266666666666666,67.35555555555557,0.00032619486368240915,0.0004087185543996334,4341.0,4341.0,37763.99999999998,3.5373115830299384,78.92727272727271,37763.99999999998,3.5373115830299384,0.006616011,1.0,-0.04271921,7.0,0.01,334075,19.556225,0.20000000298023224,1.3652589,990.9261422647038,-0.022108197,2.8816388,159435,4.812494,22662,5e-05,0.61241716,1063.9906798504746,0,159435,4803.141200935556,22662,99843,668150,716819,4803.141200935556,4916.106769753554,1063.9921581767007,0.01,334075,0.0,5e-05,0.00030707529105152096,7.341282343085308e-05,4.521866718677351e-05,8.788030839793175e-06,0.00020881502321428406,8.178381183622131e-05,0.9825220209255284,4.8802366014818915e-05,8.620606881986178e-05,4.618264902400943e-05,1.9342078912581712e-05,5.169968614677712e-06,6.170867410530238e-05,4.667558916732223e-06,2.116877066425959e-05,3.5582899205897926e-05,7.370567008525227e-05,0.0001427192344690719,1.2254105861601615e-05,4.953697022403742e-05,0.0006045087771531701,0.016024734307295792,0.5898782519591327,0.02275549482979585,0.028615188261091665,0.1855883237133448,0.12224972875579292,0.01571605384838128,0.00043559594566141337
1,42242.000000000015,False,8,36913_00000,2025-11-28_23-14-36,1764368076,20.019279956817627,162.84929251670837,3044,Workstation,127.0.0.1,162.84929251670837,8,0.26297498439395406,0.17946429923724444,0.271283993743239,0.17946429923724444,0.271283993743239,0.26297498439395406,1,0.18038803982669901,24.148416318632364,1.778323494780535e-05,24.14818639055504,7.071970995131598,17.056196368145997,0.013232967455916388,1.546376998750331,0.271283993743239,5.056121814393917,7.0,0.26297498439395406,71.35214336956123,1.9838328516517798,71.35214336956123,0.271283993743239,105.42286239641584,21.635756423351555,-12.406032859329658,81.41818181818181,0.32657572909090293,0.0018856534452697268,10,0.0011984572633022368,400,55.0,42242.000000000015,0.17946429923724444,4477.999999999999,0.020023367720152715,0.17946429923724444,0.0010014954475229213,451.0,0.26297498439395406,193.8935982452708,11,0,11,23.06666666666666,67.40370370370371,0.00031897339802473346,0.00040361408398180084,4477.999999999999,4477.999999999999,42242.000000000015,5.056121814393917,81.41818181818181,42242.000000000015,5.056121814393917,0.004133246,1.0,0.09153558,8.0,0.01,334075,13.867189,0.10000000149011612,0.8951718,989.7961575418216,-0.033650637,2.8741937,182100,7.806408,22665,5e-05,0.51120627,1067.3510058316585,0,182100,4799.889788926201,22665,102994,668150,819813,4799.889788926201,4927.319995261014,1067.3524037489692,0.01,334075,0.0,5e-05,0.0002977351558150796,7.263774192867445e-05,4.455063996739297e-05,8.719374190642294e-06,0.0002036494355804131,8.115937149817096e-05,0.9796078177162754,4.7919029264770335e-05,8.417401809542957e-05,4.525254047623637e-05,1.8576494375185232e-05,5.099194277854015e-06,6.0442284502135394e-05,4.731328186122941e-06,2.0638186179336855e-05,3.456096980606653e-05,7.274442205340462e-05,0.000141723814540539,1.2176135897443665e-05,4.8700391279193424e-05,0.0006076096893746905,0.016015050964218774,0.5875354784395267,0.02258415088148978,0.028519091378483505,0.1854000824762044,0.12215925746823067,0.01570094530988943,0.0004358419861947719
1,46398.00000000005,False,9,36913_00000,2025-11-28_23-14-55,1764368095,19.18998098373413,182.0392735004425,3044,Workstation,127.0.0.1,182.0392735004425,9,0.26760831708523064,0.18914530774395127,0.2772560677879583,0.18914530774395127,0.2772560677879583,0.26760831708523064,1,0.18577388727044242,24.09876219644603,1.7751402600459792e-05,24.098531548649486,7.0501371221802795,17.028228031464543,0.013244547781345178,1.4809138362319498,0.2772560677879583,7.024860821244003,8.0,0.26760831708523064,70.94543374374007,2.0555256255612613,70.94543374374007,0.2772560677879583,103.82099103899439,21.635756423351555,-30.38200958917902,62.969696969696976,0.25439757878776803,0.0018730442945557558,10,0.0012162117224416443,400,66.0,46398.00000000005,0.18914530774395127,4156.000000000001,0.020049213338030128,0.18914530774395127,0.0009727034636420024,517.0,0.26760831708523064,194.6765933697922,11,0,11,22.54074074074074,67.44814814814815,0.00032204276342449965,0.00040337807643355016,4156.000000000001,4156.000000000001,46398.00000000005,7.024860821244003,62.969696969696976,46398.00000000005,7.024860821244003,0.0057771318,1.0,-0.10420167,9.0,0.01,334075,45.24463,0.10000000149011612,2.090174,991.4931602552997,-0.016784787,2.8593605,204060,3.0203416,21960,5e-05,0.9128694,1071.1740795779135,0,204060,4793.450891036939,21960,91432,668150,911245,4793.450891036939,4919.071164354211,1071.1754198126105,0.01,334075,0.0,5e-05,0.0002882606845656967,7.16801146038752e-05,4.3845391943144475e-05,8.599452609235356e-06,0.0001983819240081769,8.03584843553589e-05,0.97566566653912,4.7937632432954346e-05,8.504584928191858e-05,4.58179503815499e-05,1.8720675828967347e-05,5.064513015814761e-06,6.099560195023754e-05,4.698903463868055e-06,2.0643633519408833e-05,3.476337448211323e-05,7.2851468859486e-05,0.00014086954786407573,1.2135563094737786e-05,4.918890554665138e-05,0.0006104585924828528,0.016005775454575946,0.5841999896551379,0.022415010372668947,0.02843410246471321,0.18518020265144877,0.12205558489354532,0.015681135856798843,0.00043625656633339277
1,50778.999999999985,False,10,36913_00000,2025-11-28_23-15-15,1764368115,20.45881462097168,202.49808812141418,3044,Workstation,127.0.0.1,202.49808812141418,10,0.27358479038031847,0.201632709936931,0.2851999688484839,0.201632709936931,0.2851999688484839,0.27358479038031847,1,0.19283807153622567,24.062307596481567,1.7739888565168514e-05,24.062076203162995,7.0348510009584775,17.007048566149905,0.013242370303525246,1.4175703467511145,0.2851999688484839,6.307870627173768,9.0,0.27358479038031847,83.8583438852117,2.1176158288371925,83.8583438852117,0.2851999688484839,102.0056832090257,21.635756423351555,-32.24291451807844,79.65454545454546,0.31871016727269635,0.0018553726155357351,10,0.0012138031870393689,400,55.0,50778.999999999985,0.201632709936931,4381.0,0.02005877998625312,0.201632709936931,0.0009439095506024625,572.0,0.27358479038031847,195.9812492539407,11,0,11,22.617241379310343,67.47241379310344,0.00031944280953940916,0.0004024951289238279,4381.0,4381.0,50778.999999999985,6.307870627173768,79.65454545454546,50778.999999999985,6.307870627173768,0.0059645246,1.0,-0.07451652,10.0,0.01,334075,37.303345,0.10000000149011612,1.8599962,993.0178784532245,-0.0406574,2.8467107,227038,4.5139155,22978,5e-05,0.82761097,1073.6753226683554,0,227038,4789.32638212657,22978,100763,668150,1012008,4789.32638212657,4918.9513927906655,1073.6765666223992,0.01,334075,0.0,5e-05,0.0002785932243386437,7.078276519822976e-05,4.3077351196288984e-05,8.482045406547858e-06,0.00019294999309069357,7.945343615234848e-05,0.9726816948737433,4.767060505355215e-05,8.465930818351991e-05,4.526655749963944e-05,1.847664794778347e-05,5.026902908402499e-06,6.066413860855188e-05,4.6255171587206935e-06,2.0647155405857203e-05,3.4821093647390865e-05,7.273359082708326e-05,0.00014116047303233968,1.1943369911183833e-05,4.867481460091267e-05,0.0006120430065525949,0.015985328700025243,0.5817093287585872,0.022249673268938265,0.028356757440063243,0.18503599262493675,0.12199049304461299,0.01566128649822771,0.0004371130006651813
